,uid,isbn,rating
23500,153920,0380718332,5
23505,153948,0440220602,9
23506,153953,0425180964,8
23507,153953,0515132624,7
23508,153967,0061009504,6
23509,153971,0439139597,9
23510,153971,0590353403,8
23516,154001,1896860915,6
23518,154010,0156226006,8
23519,154013,0373250304,5
23521,154017,0385420161,8
23522,154017,0375702709,7
23525,154026,0449005615,8
23527,154043,0393318680,7
23535,154180,0595147380,8
23537,154198,0441790348,10
23538,154223,0743411269,4
23540,154247,0060092130,5
23542,154249,0451169514,4
23543,154252,0060928336,8
23544,154279,1401300014,8
23545,154287,0786011343,8
23546,154294,1551660717,9
23547,154301,0399131329,8
23555,154416,0743255259,8
23557,154424,0452282179,7
23559,154466,0671641387,10
23564,154486,0609807226,8
23566,154493,0451204530,6
23567,154499,0312195516,9
23572,154548,0312957041,8
23578,154583,043912042X,8
23580,154583,006440174X,10
23581,154583,0439159849,10
23585,154601,0345342569,8
23586,154605,0312979096,9
23591,154636,0571195709,5
23604,154757,0345433106,8
23606,154769,0385720467,7
23609,154785,039914840X,8
23614,154805,0345282159,8
23615,154807,1551667525,9
23617,154819,0812575199,7
23625,154857,0060175400,6
23627,154857,080411109X,7
23628,154857,0441555217,8
23629,154857,0441555292,8
23630,154860,039455969X,10
23631,154863,0440235596,9
23636,154896,0688042236,10
23637,154897,0345413903,9
23638,154899,0679439951,9
23644,154917,0345409906,7
23647,154945,0767913000,7
23648,154945,0061031844,7
23658,155004,1564767728,10
23660,155015,0821774530,5
23662,155019,0451183665,5
23663,155019,0345353145,4
23664,155019,0451153553,7
23673,155054,0618219226,7
23677,155117,0451166892,7
23678,155118,1565844610,9
23679,155120,0743460537,9
23680,155151,0671737635,8
23684,155183,0449911004,9
23685,155183,0440223393,6
23687,155189,0449149080,7
23689,155192,0091837324,6
23697,155263,0743424425,8
23701,155276,0373708173,10
23702,155282,0515131091,8
23703,155283,0971942315,10
23705,155301,0684859300,10
23709,155336,0451124383,5
23711,155346,0689824750,8
23719,155397,014006690X,8
23721,155404,0451181379,9
23723,155413,0375413006,8
23725,155439,0553582747,10
23727,155474,0671507036,7
23735,155519,0375719180,10
23743,155581,0006550576,8
23749,155725,0099771519,8
23757,155823,0345417623,8
23758,155825,0060639059,8
23766,155880,0380731851,4
23767,155920,0380789035,10
23777,155980,0140376410,8
23792,156106,0440500060,10
23793,156118,0375707972,7
23794,156118,0451188454,6
23804,156249,1591293774,10
23808,156302,055338015X,8
23809,156329,0688043860,8
23810,156355,0553375407,7
23813,156369,0743211383,9
23817,156402,0679435506,10
23818,156406,1853830852,7
23819,156431,082173833X,8
23822,156452,0679434968,4
23823,156464,0942237102,7
23825,156475,0345440145,10
23826,156479,067976402X,8
23832,156515,0609804138,5
23834,156542,0553582801,6
23835,156552,0590294024,8
23837,156557,0060008865,10
23839,156586,0385508042,5
23840,156605,0380730138,5
23853,156731,0316782653,2
23854,156740,0345419081,7
23856,156740,0471228796,10
23857,156788,0811822834,8
23859,156805,0451135563,8
23862,156812,0688177867,6
23868,156870,0385311923,9
23869,156870,0671028006,5
23870,156870,0671028014,5
23871,156870,0671028022,5
23872,156870,0671028030,5
23875,156983,0449907481,4
23877,156988,0515130923,8
23878,156995,0515132268,3
23879,157045,0451205421,5
23884,157078,0684839776,8
23886,157102,0894805770,9
23887,157102,089480829X,5
23888,157102,0894809946,9
23889,157102,1555611435,10
23891,157105,039914899X,6
23895,157129,0380776324,2
23896,157129,0753806800,10
23897,157136,0141000198,3
23899,157144,0895295598,10
23900,157154,185326041X,8
23901,157214,0552999458,8
23902,157218,000649613X,5
23909,157292,0451410300,6
23910,157299,0440241073,8
23912,157309,0380727617,8
23913,157368,0553561952,6
23917,157410,0060976497,5
23918,157413,0064407055,4
23920,157413,0590386336,5
23926,157444,006103200X,10
23929,157456,044990928X,8
23931,157488,1400034779,8
23934,157497,0385510438,8
23937,157512,055357535X,4
23938,157532,0671740091,7
23940,157548,0393315606,8
23941,157559,0142000159,8
23942,157559,0684808412,5
23948,157627,0316105171,3
23949,157627,0940279614,6
23950,157646,0740721984,9
23952,157664,0802135358,5
23953,157686,0702228788,7
23955,157693,0375404929,6
23956,157693,0312195567,6
23957,157698,1853260401,9
23958,157698,1853260371,9
23960,157715,038531986X,8
23961,157723,0375501851,9
23966,157783,0971880107,6
23971,157864,0061015725,7
23972,157866,0440235596,9
23973,157866,0743206061,4
23974,157869,1577312333,10
23975,157876,0743211235,9
23980,157907,0316779423,8
23981,157925,0385508042,6
23982,157943,0684866005,8
23983,157959,0805063897,6
23987,157984,0375813691,8
23988,157984,0689801629,10
23995,158031,193212800X,8
24001,158082,0449912558,8
24002,158085,0761110909,7
24006,158121,0525947264,7
24014,158180,0140185534,8
24015,158232,0812550706,9
24016,158232,0440415632,9
24023,158340,0345427637,9
24026,158363,0553263226,7
24030,158380,0451169522,10
24032,158391,0595204589,9
24035,158412,0060924594,10
24039,158460,042516246X,6
24040,158465,0452279453,6
24044,158496,1841953229,6
24046,158505,0679454454,9
24049,158538,0595125069,9
24050,158540,0316929190,7
24051,158540,0373289073,8
24052,158540,0061014060,7
24064,158616,1573226106,10
24065,158621,0312305060,5
24067,158631,1551668998,9
24069,158652,0553284169,10
24078,158722,0688171478,10
24080,158725,0312243022,10
24084,158731,0451408721,8
24087,158762,0743237188,7
24090,158775,0345443284,7
24092,158784,0767900383,9
24093,158784,0688169732,5
24095,158798,078686818X,6
24096,158802,0609608339,7
24097,158812,0345326490,4
24098,158819,0671027344,4
24099,158821,0060177128,8
24101,158824,0061098361,4
24118,158908,0891455094,10
24128,158918,0425154092,5
24132,158934,1573240109,8
24135,158970,0385315236,8
24136,158970,0385489935,5
24138,158973,0671755064,8
24140,158987,014130894X,7
24144,159003,0553560700,10
24158,159132,0156007754,9
24165,159156,0590462237,5
24166,159156,0590465953,5
24167,159156,0590465961,5
24168,159156,0590430262,5
24169,159156,0590462229,5
24178,159264,0375708448,9
24187,159350,0949206318,6
24190,159361,0385335121,7
24191,159363,0060987103,8
24195,159369,0671568183,7
24197,159403,0140075569,5
24198,159403,1842550942,8
24199,159412,0449224406,7
24203,159452,0670894605,9
24208,159471,0743237188,8
24209,159471,0670894605,10
24210,159478,0393320979,8
24216,159490,0375700757,9
24218,159512,0451410297,9
24222,159522,0752826875,6
24224,159529,0943233437,8
24229,159549,0553211439,8
24230,159549,0553254359,8
24235,159595,0553292137,7
24237,159603,0385508603,6
24241,159617,0060931914,8
24244,159648,0786868716,10
24246,159668,0451200101,9
24248,159691,044022165X,7
24257,159752,0743219449,8
24258,159770,0140436081,6
24262,159819,0380818973,9
24263,159821,0684841894,10
24267,159856,0060176806,3
24269,159862,0449149692,8
24270,159865,0385504209,9
24271,159865,0385335431,6
24272,159865,0399141464,9
24273,159865,0399147381,7
24275,159875,0679457313,10
24276,159875,1563523302,8
24277,159875,0380974568,10
24278,159878,0553582798,7
24279,159935,0141302712,8
24291,160037,0688163173,7
24297,160169,0609606727,8
24299,160169,0316781010,9
24302,160219,0060953675,7
24305,160251,0553106341,10
24310,160287,0449912558,8
24312,160298,1400031354,8
24313,160298,0440241073,9
24316,160326,0309069874,5
24317,160329,0140445560,8
24318,160335,1412004241,10
24319,160341,0312979479,7
24321,160341,0441203981,7
24322,160341,014032268X,8
24326,160385,0385504209,10
24330,160427,0385720904,6
24331,160462,1559210249,9
24334,160472,0345404114,8
24335,160472,0786012013,5
24336,160478,0064406334,5
24338,160488,0449702146,5
24340,160497,0674479408,5
24342,160518,0064400859,8
24344,160523,0446608890,8
24347,160551,0553579606,7
24348,160551,0451173392,6
24350,160551,0767902076,7
24356,160583,0060194448,7
24358,160629,0971880107,6
24359,160634,0446360589,8
24360,160648,0345416260,8
24362,160660,0345441036,7
24363,160660,0451201256,7
24367,160667,0142004278,7
24368,160670,0786868716,9
24374,160700,0060977493,9
24376,160718,0140257349,6
24380,160766,0060175400,8
24385,160814,0553574957,6
24386,160824,0446602620,8
24388,160833,020172152X,9
24393,160852,0553573527,9
24395,160861,1931412782,10
24396,160880,0517385554,7
24398,160886,0060008776,7
24400,160886,1556618662,10
24402,160886,0758201362,10
24405,160897,0804119724,10
24406,160897,0671870971,10
24408,160907,0452281296,5
24409,160907,0679463038,5
24410,160907,0060592141,9
24413,160926,0435909886,8
24414,160932,1551666286,5
24415,160941,0451205669,9
24418,160949,0486411249,10
24420,160954,1400030773,7
24422,160961,1857230302,7
24423,160981,0446610100,9
24429,161022,0618231617,8
24430,161026,0385504209,7
24431,161036,1573225789,9
24437,161076,068485466X,8
24441,161108,0786881534,8
24444,161138,0670894605,7
24445,161140,0440180090,9
24451,161161,0385498799,8
24456,161178,0802135196,9
24457,161195,1568655290,6
24461,161220,0399103422,8
24464,161244,0451163966,10
24465,161258,1553697677,10
24466,161259,0385505833,9
24468,161274,0689818769,10
24476,161319,0312962991,5
24477,161337,0131103628,8
24478,161342,0843938951,5
24485,161377,0385336306,5
24487,161390,0385484518,10
24494,161406,0345370805,7
24495,161406,0446607657,3
24497,161406,0804106436,7
24498,161410,0446605409,5
24505,161441,0385507593,8
24510,161482,0440437423,8
24512,161530,014034294X,8
24515,161542,038547931X,6
24516,161555,0698119347,8
24517,161558,0525943684,6
24518,161561,0609603914,9
24522,161604,0399146253,8
24523,161610,0152018883,5
24526,161625,0385334141,7
24528,161634,0312988273,9
24535,161695,0451206096,5
24537,161708,0805063897,10
24545,161749,1556618662,8
24546,161765,0449006522,9
24547,161765,0684811529,8
24553,161823,0152168133,9
24554,161847,0060928336,9
24555,161857,0486411192,9
24556,161875,0156904365,7
24557,161875,006057898X,8
24559,161875,0936077344,10
24567,161939,1551668084,8
24574,161954,0762102519,10
24576,161958,0060739428,8
24577,161961,0679886370,9
24580,161981,155166884X,8
24583,162018,0553577867,8
24584,162031,0452281032,8
24586,162038,0345362861,6
24589,162054,0517091291,10
24597,162109,1844262553,10
24598,162113,0385327587,8
24600,162129,0380802236,6
24601,162139,0553572490,7
24604,162177,0375701907,10
24606,162238,0061032425,8
24611,162263,0875421245,10
24612,162263,0807046299,7
24615,162302,0679735259,8
24616,162308,1853260207,8
24621,162338,0140267808,6
24632,162445,0061032042,8
24636,162451,0380795310,6
24637,162451,037326464X,5
24643,162500,0827605765,9
24651,162575,0812971043,7
24658,162633,0385504209,5
24661,162664,0446310786,8
24665,162675,0345372980,7
24669,162699,0312243022,9
24670,162703,0946487758,8
24671,162718,3596122279,9
24673,162732,0061041998,5
24675,162746,0967673763,7
24677,162751,0140289526,7
24689,162784,0812523385,5
24692,162784,0141000198,7
24693,162784,0451207955,2
24694,162784,0812500482,5
24695,162796,1573225517,8
24698,162818,0373483694,10
24700,162846,0312195516,3
24701,162859,0140131558,7
24704,162892,0743436830,6
24709,162916,0060956496,8
24714,162937,1573927953,4
24716,162946,0061020710,8
24717,162949,0843949880,7
24718,162951,0786882573,10
24720,162960,0684835983,8
24725,162977,0345443284,7
24726,163010,0380807343,8
24727,163013,0553373471,8
24734,163134,0446610038,7
24735,163153,0743457358,8
24740,163249,0385306032,7
24741,163249,0425175405,9
24742,163249,0446608890,9
24745,163259,0385472633,8
24746,163264,0878422153,8
24747,163271,0671510053,9
24748,163278,0451204123,6
24750,163322,0679446699,10
24754,163338,0671694332,8
24758,163378,0553293354,9
24759,163382,0380789035,4
24762,163383,0863696821,4
24763,163394,0385499825,10
24764,163398,0553273914,8
24771,163421,0156028751,7
24772,163421,190288177X,8
24776,163460,0812550773,9
24779,163496,1583940634,10
24781,163519,1573227811,7
24782,163528,0064409597,8
24784,163530,0671899538,6
24786,163564,1557100101,8
24788,163569,0812518152,8
24789,163584,0671758896,8
24791,163592,1883513006,5
24793,163599,0452282152,5
24796,163610,042518465X,8
24800,163632,0142001821,10
24803,163642,0425176487,9
24804,163642,0918949491,9
24810,163660,0553801635,9
24811,163661,0380765195,8
24813,163675,0451169514,10
24822,163700,0684873230,9
24824,163717,0385306024,10
24846,163869,0486268667,7
24848,163881,0373078358,5
24852,163890,0451169514,10
24854,163905,0451526570,8
24857,163927,0849942829,9
24881,164131,0060987103,8
24882,164135,0517706857,8
24885,164143,0345342968,8
24886,164143,0689824750,8
24888,164164,0679753826,8
24890,164168,0553580272,4
24893,164183,0385335660,7
24899,164264,034541019X,8
24900,164266,0151962944,5
24901,164274,0156001314,10
24904,164285,0028612787,8
24907,164295,0385491034,1
24908,164297,0060733993,5
24912,164331,0380729407,7
24913,164332,0886779502,8
24917,164363,0399141464,7
24918,164373,0553351397,6
24924,164407,0679454446,8
24926,164427,0394734947,6
24927,164433,0375725784,10
24928,164445,0312205406,8
24929,164460,0312863187,5
24931,164489,0374524912,6
24932,164494,0440237416,4
24937,164522,1578561949,10
24940,164565,0553278002,5
24941,164571,1591291739,10
24942,164599,0380780747,6
24943,164599,0373290551,8
24948,164641,0060392452,10
24960,164730,0786890371,7
24963,164757,0231041675,5
24964,164757,0553291289,8
24968,164822,0590032720,10
24971,164836,0553574574,8
24976,164872,0609809547,10
24985,164990,0141311711,4
24986,164990,0143001299,10
24987,165011,0399148469,7
24989,165020,0316316962,8
25000,165071,0671695126,6
25002,165100,0749005165,5
25009,165168,0399150900,6
25027,165215,0743411269,9
25028,165222,0575400951,8
25030,165239,0373196148,8
25032,165251,0312242883,9
25046,165315,080411868X,7
25047,165315,0743457358,6
25048,165315,0425174344,7
25049,165317,0062507370,9
25051,165352,0812552547,8
25053,165354,0889224439,2
25056,165366,0440241413,4
25059,165406,0553579681,9
25060,165406,0452282276,8
25066,165442,013026881X,7
25067,165447,0345446860,8
25068,165449,044023722X,9
25069,165464,1853260029,9
25072,165509,1584652144,10
25077,165542,0679721037,10
25078,165542,0465007147,5
25085,165590,0884046818,8
25098,165689,0671878662,8
25102,165697,0060916508,8
25103,165697,0345339703,10
25104,165697,1401300014,5
25105,165697,0451163966,8
25106,165697,0140184961,4
25107,165697,0385308477,7
25110,165701,039914188X,4
25114,165712,1589392329,9
25119,165760,0671007955,7
25122,165773,0425132048,8
25124,165778,0380789035,8
25128,165790,0684808943,8
25129,165793,0812550706,7
25151,165959,0451201507,7
25157,165991,0679745203,8
25160,166035,0312421273,7
25164,166060,0684870819,8
25167,166103,0425171396,7
25168,166103,1563896613,9
25169,166108,0553578251,7
25171,166121,0425154092,8
25179,166188,0743208048,9
25186,166229,0449001245,8
25188,166252,0531057593,9
25190,166253,034542008X,8
25196,166280,0312263031,8
25197,166281,0440225825,6
25198,166301,0345404114,6
25201,166316,0373511809,9
25204,166349,0446604232,5
25206,166368,0452011876,10
25215,166459,0812536037,8
25216,166467,0375724370,8
25217,166467,0375422412,8
25218,166478,0140236201,8
25227,166512,0515090506,8
25228,166512,0451126718,10
25230,166515,0061015725,8
25232,166518,0062516329,7
25234,166531,0618231617,5
25235,166531,0679405887,8
25236,166542,0312186231,8
25237,166545,0060392452,10
25245,166586,0061056979,7
25247,166613,0807068195,10
25248,166617,1844262553,8
25249,166621,2277217689,8
25250,166626,0312924585,8
25251,166637,0345404114,10
25260,166657,0553292722,5
25262,166667,0590224735,6
25267,166706,1856978303,6
25269,166718,0373218192,9
25272,166734,044022473X,9
25277,166780,0590512951,8
25278,166793,0394578791,8
25280,166799,0515109509,7
25281,166807,1551669064,9
25284,166831,1853260150,6
25285,166831,067972267X,7
25290,166863,0671795538,5
25292,166864,0452282152,10
25293,166865,0061097101,7
25294,166865,0553280368,7
25297,166882,0747535094,9
25298,166907,0804109176,7
25303,166926,0688152767,5
25309,167011,0141301066,9
25312,167037,156980091X,8
25314,167046,0674196376,7
25320,167144,0345339703,10
25325,167187,0812550706,10
25331,167277,0061054887,9
25332,167278,034536273X,8
25334,167305,1573229326,4
25336,167309,0679418334,8
25338,167317,038532720X,8
25341,167317,0764222716,7
25346,167324,097145762X,10
25347,167329,0743424425,10
25355,167388,0345351525,8
25359,167420,0399143335,6
25363,167472,0609809547,8
25365,167477,038000917X,10
25366,167489,0060928336,7
25376,167520,044040665X,8
25377,167534,1573222267,8
25379,167597,0440170370,8
25381,167604,0679774025,8
25385,167628,0345384466,7
25389,167655,0590321579,9
25395,167700,0971703205,10
25399,167742,038075827X,8
25400,167743,0373242328,9
25404,167808,0892964472,8
25408,167821,0060919949,9
25410,167825,0060187476,7
25414,167860,0312262817,7
25415,167860,0787102261,6
25418,167871,0446527033,8
25420,167885,0060964049,9
25423,167908,0679744398,5
25424,167912,0452281636,8
25425,167912,0441009425,6
25426,167915,080411918X,8
25427,167917,0684807696,10
25428,167918,0446523852,2
25429,167920,0373870833,6
25430,167928,0864734263,7
25432,167967,0140131558,8
25436,168000,0671727796,9
25439,168015,0380974991,6
25448,168067,0679451463,7
25451,168071,0399231420,8
25452,168073,039532047X,5
